[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
[main] DEBUG org.hibernate.internal.SessionFactoryImpl  - Session factory constructed with filter configurations : {}
[main] DEBUG org.hibernate.internal.SessionFactoryImpl  - Instantiating session factory with properties: {gopherProxySet=false, awt.toolkit=sun.lwawt.macosx.LWCToolkit, file.encoding.pkg=sun.io, java.specification.version=1.8, sun.cpu.isalist=, sun.jnu.encoding=UTF-8, hibernate.dialect=org.hibernate.dialect.PostgreSQLDialect, java.class.path=/Users/Mandakini/git/GroceryPlanner/postgres/target/test-classes:/Users/Mandakini/git/GroceryPlanner/postgres/target/classes:/Users/Mandakini/.m2/repository/org/hibernate/hibernate-core/5.3.6.Final/hibernate-core-5.3.6.Final.jar:/Users/Mandakini/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/Users/Mandakini/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar:/Users/Mandakini/.m2/repository/org/javassist/javassist/3.23.1-GA/javassist-3.23.1-GA.jar:/Users/Mandakini/.m2/repository/net/bytebuddy/byte-buddy/1.8.17/byte-buddy-1.8.17.jar:/Users/Mandakini/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/Users/Mandakini/.m2/repository/org/jboss/spec/javax/transaction/jboss-transaction-api_1.2_spec/1.1.1.Final/jboss-transaction-api_1.2_spec-1.1.1.Final.jar:/Users/Mandakini/.m2/repository/org/jboss/jandex/2.0.5.Final/jandex-2.0.5.Final.jar:/Users/Mandakini/.m2/repository/com/fasterxml/classmate/1.3.4/classmate-1.3.4.jar:/Users/Mandakini/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar:/Users/Mandakini/.m2/repository/dom4j/dom4j/1.6.1/dom4j-1.6.1.jar:/Users/Mandakini/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.0.4.Final/hibernate-commons-annotations-5.0.4.Final.jar:/Users/Mandakini/.m2/repository/org/postgresql/postgresql/42.2.2.jre7/postgresql-42.2.2.jre7.jar:/Users/Mandakini/.m2/repository/org/slf4j/slf4j-log4j12/1.4.2/slf4j-log4j12-1.4.2.jar:/Users/Mandakini/.m2/repository/org/slf4j/slf4j-api/1.4.2/slf4j-api-1.4.2.jar:/Users/Mandakini/.m2/repository/log4j/log4j/1.2.13/log4j-1.2.13.jar:/Users/Mandakini/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/Mandakini/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/Mandakini/.m2/repository/com/googlecode/json-simple/json-simple/1.1.1/json-simple-1.1.1.jar:, java.vm.vendor=Oracle Corporation, sun.arch.data.model=64, java.vendor.url=http://java.oracle.com/, user.timezone=, os.name=Mac OS X, java.vm.specification.version=1.8, user.country=DE, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib, sun.java.command=/Users/Mandakini/git/GroceryPlanner/postgres/target/surefire/surefirebooter1949006980546890068.jar /Users/Mandakini/git/GroceryPlanner/postgres/target/surefire/surefire8145255301223976257tmp /Users/Mandakini/git/GroceryPlanner/postgres/target/surefire/surefire_08727923847879203375tmp, http.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, surefire.test.class.path=/Users/Mandakini/git/GroceryPlanner/postgres/target/test-classes:/Users/Mandakini/git/GroceryPlanner/postgres/target/classes:/Users/Mandakini/.m2/repository/org/hibernate/hibernate-core/5.3.6.Final/hibernate-core-5.3.6.Final.jar:/Users/Mandakini/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/Users/Mandakini/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar:/Users/Mandakini/.m2/repository/org/javassist/javassist/3.23.1-GA/javassist-3.23.1-GA.jar:/Users/Mandakini/.m2/repository/net/bytebuddy/byte-buddy/1.8.17/byte-buddy-1.8.17.jar:/Users/Mandakini/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/Users/Mandakini/.m2/repository/org/jboss/spec/javax/transaction/jboss-transaction-api_1.2_spec/1.1.1.Final/jboss-transaction-api_1.2_spec-1.1.1.Final.jar:/Users/Mandakini/.m2/repository/org/jboss/jandex/2.0.5.Final/jandex-2.0.5.Final.jar:/Users/Mandakini/.m2/repository/com/fasterxml/classmate/1.3.4/classmate-1.3.4.jar:/Users/Mandakini/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar:/Users/Mandakini/.m2/repository/dom4j/dom4j/1.6.1/dom4j-1.6.1.jar:/Users/Mandakini/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.0.4.Final/hibernate-commons-annotations-5.0.4.Final.jar:/Users/Mandakini/.m2/repository/org/postgresql/postgresql/42.2.2.jre7/postgresql-42.2.2.jre7.jar:/Users/Mandakini/.m2/repository/org/slf4j/slf4j-log4j12/1.4.2/slf4j-log4j12-1.4.2.jar:/Users/Mandakini/.m2/repository/org/slf4j/slf4j-api/1.4.2/slf4j-api-1.4.2.jar:/Users/Mandakini/.m2/repository/log4j/log4j/1.2.13/log4j-1.2.13.jar:/Users/Mandakini/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/Mandakini/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/Mandakini/.m2/repository/com/googlecode/json-simple/json-simple/1.1.1/json-simple-1.1.1.jar:, sun.cpu.endian=little, user.home=/Users/Mandakini, user.language=en, java.specification.vendor=Oracle Corporation, java.home=/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre, basedir=/Users/Mandakini/git/GroceryPlanner/postgres, file.separator=/, line.separator=
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, java.awt.graphicsenv=sun.awt.CGraphicsEnvironment, surefire.real.class.path=/Users/Mandakini/git/GroceryPlanner/postgres/target/surefire/surefirebooter1949006980546890068.jar, sun.boot.class.path=/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/sunrsasign.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/classes, hibernate.hbm2ddl.auto=update, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, ftp.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, java.runtime.version=1.8.0_181-b13, user.name=Mandakini, path.separator=:, hibernate.connection.username=****, os.version=10.13.6, java.endorsed.dirs=/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:postgresql://localhost:5432/postgres, file.encoding=UTF-8, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, hibernate.current_session_context_class=org.hibernate.context.internal.ThreadLocalSessionContext, show_sql=true, localRepository=/Users/Mandakini/.m2/repository, hibernate.connection.driver_class=org.postgresql.Driver, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=/var/folders/50/mldp744100xcw9vpz53n6h680000gn/T/, java.version=1.8.0_181, user.dir=/Users/Mandakini/git/GroceryPlanner/postgres, os.arch=x86_64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, java.awt.printerjob=sun.lwawt.macosx.CPrinterJob, sun.os.patch.level=unknown, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@2756c0a7, java.library.path=/Users/Mandakini/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:., java.vm.info=mixed mode, java.vendor=Oracle Corporation, java.vm.version=25.181-b13, hibernate.bytecode.use_reflection_optimizer=false, java.ext.dirs=/Users/Mandakini/Library/Java/Extensions:/Library/Java/JavaVirtualMachines/jdk1.8.0_181.jdk/Contents/Home/jre/lib/ext:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java, sun.io.unicode.encoding=UnicodeBig, java.class.version=52.0, socksNonProxyHosts=local|*.local|169.254/16|*.169.254/16}
[main] DEBUG org.hibernate.secure.spi.JaccIntegrator  - Skipping JACC integration as it was not enabled
[main] DEBUG org.hibernate.internal.SessionFactoryImpl  - Instantiated session factory
[main] DEBUG org.hibernate.type.spi.TypeConfiguration$Scope  - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@3e6104fc] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@533377b]
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.StoreDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.StoreDto
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.StoreDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.StoreDto
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.ProductDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.ProductDto
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.ProductDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.ProductDto
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.CategoryDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.CategoryDto
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - Not known whether passed class name [com.de.groceryplanner.dto.CategoryDto] is safe
[main] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl  - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.de.groceryplanner.dto.CategoryDto
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.de.groceryplanner.dto.StoreDto
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: select STORE_ID from STORE where STORE_ID =?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: select storedto_.STORE_ID, storedto_.STORE_NAME as STORE_NA2_2_, storedto_.STORE_WEBLINK as STORE_WE3_2_, storedto_.storetype as storetyp4_2_ from STORE storedto_ where storedto_.STORE_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: insert into STORE (STORE_NAME, STORE_WEBLINK, storetype, STORE_ID) values (?, ?, ?, ?)
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: update STORE set STORE_NAME=?, STORE_WEBLINK=?, storetype=? where STORE_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: delete from STORE where STORE_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@36a7abe1]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.StoreDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.StoreDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.StoreDto)
          - SQL table alias mapping - storedto0_
          - alias suffix - 0_
          - suffixed key columns - {STORE_ID1_2_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.StoreDto [NONE]: select storedto0_.STORE_ID as STORE_ID1_2_0_, storedto0_.STORE_NAME as STORE_NA2_2_0_, storedto0_.STORE_WEBLINK as STORE_WE3_2_0_, storedto0_.storetype as storetyp4_2_0_ from STORE storedto0_ where storedto0_.STORE_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3935e9a8]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.StoreDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.StoreDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.StoreDto)
          - SQL table alias mapping - storedto0_
          - alias suffix - 0_
          - suffixed key columns - {STORE_ID1_2_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.StoreDto [READ]: select storedto0_.STORE_ID as STORE_ID1_2_0_, storedto0_.STORE_NAME as STORE_NA2_2_0_, storedto0_.STORE_WEBLINK as STORE_WE3_2_0_, storedto0_.storetype as storetyp4_2_0_ from STORE storedto0_ where storedto0_.STORE_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.de.groceryplanner.dto.StoreDto: select storedto0_.STORE_ID as STORE_ID1_2_0_, storedto0_.STORE_NAME as STORE_NA2_2_0_, storedto0_.STORE_WEBLINK as STORE_WE3_2_0_, storedto0_.storetype as storetyp4_2_0_ from STORE storedto0_ where storedto0_.STORE_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.de.groceryplanner.dto.StoreDto: select storedto0_.STORE_ID as STORE_ID1_2_0_, storedto0_.STORE_NAME as STORE_NA2_2_0_, storedto0_.STORE_WEBLINK as STORE_WE3_2_0_, storedto0_.storetype as storetyp4_2_0_ from STORE storedto0_ where storedto0_.STORE_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.de.groceryplanner.dto.ProductDto
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: select PRODUCT_ID from PRODUCT where PRODUCT_ID =?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: select productdto_.PRODUCT_ID, productdto_.PRODUCT_BARCODE as PRODUCT_2_1_, productdto_.PRODUC_TNAME as PRODUC_T3_1_, productdto_.PRODUCT_QUANTITY as PRODUCT_4_1_, productdto_.productCategory_CATEGORY_ID as productC5_1_, productdto_.storeName_STORE_ID as storeNam6_1_ from PRODUCT productdto_ where productdto_.PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: insert into PRODUCT (PRODUCT_BARCODE, PRODUC_TNAME, PRODUCT_QUANTITY, productCategory_CATEGORY_ID, storeName_STORE_ID, PRODUCT_ID) values (?, ?, ?, ?, ?, ?)
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: update PRODUCT set PRODUCT_BARCODE=?, PRODUC_TNAME=?, PRODUCT_QUANTITY=?, productCategory_CATEGORY_ID=?, storeName_STORE_ID=? where PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: delete from PRODUCT where PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@502f8b57]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : barCode
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : numberOfItems
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7fae4d4a]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5ffc5491]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.ProductDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.ProductDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.ProductDto)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:1>, path=com.de.groceryplanner.dto.ProductDto.productCategory)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:2>, path=com.de.groceryplanner.dto.ProductDto.storeName)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [NONE]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3bd55d8]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : barCode
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : numberOfItems
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7e0b9178]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6f63c44f]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.ProductDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.ProductDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.ProductDto)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:1>, path=com.de.groceryplanner.dto.ProductDto.productCategory)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:2>, path=com.de.groceryplanner.dto.ProductDto.storeName)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [READ]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
